Format,Matches,Inn,NO,Runs,HS,Avg,BF,SR,100,200,50,4s,6s,Name
Test,60,76,10,910,73,13.79,1185,76.79,0,0,6,78,36,Michael Holding
ODI,102,42,11,282,64,9.1,377,74.8,0,0,2,22,5,Michael Holding
Test,9,16,3,418,100,32.15,663,63.05,1,0,2,48,5,Collis King
ODI,18,14,2,280,86,23.33,267,104.87,0,0,1,20,8,Collis King
Test,58,68,14,672,60,12.44,1148,58.54,0,0,1,55,15,Joel Garner
ODI,98,41,15,239,37,9.19,360,66.39,0,0,0,6,4,Joel Garner
Test,2,2,0,22,20,11.0,0,0.0,0,0,0,3,0,Richard Austin
ODI,1,1,0,8,8,8.0,13,61.54,0,0,0,0,0,Richard Austin
Test,19,30,0,782,250,26.07,632,123.73,1,1,3,76,3,Faoud Bacchus
ODI,29,26,3,612,80,26.61,928,65.95,0,0,3,52,1,Faoud Bacchus
Test,10,11,4,46,11,6.57,79,58.23,0,0,0,2,2,Wayne Daniel
ODI,18,5,4,49,16,49.0,56,87.5,0,0,0,4,0,Wayne Daniel
Test,116,202,25,7487,184,42.3,15488,48.34,18,0,39,830,24,Desmond Haynes
ODI,238,237,28,8648,152,41.38,13707,63.09,17,0,57,768,53,Desmond Haynes
Test,4,7,0,218,120,31.14,0,0.0,1,0,0,18,1,Irvine Shillingford
ODI,2,2,0,30,24,15.0,38,78.95,0,0,0,4,0,Irvine Shillingford
Test,11,16,5,172,35,15.64,173,99.42,0,0,0,12,8,Sylvester Clarke
ODI,10,8,2,60,20,10.0,58,103.45,0,0,0,3,3,Sylvester Clarke
Test,60,91,11,3171,143,39.64,5538,57.26,9,0,13,258,2,Larry Gomes
ODI,83,64,14,1415,101,28.3,2578,54.89,1,0,6,73,4,Larry Gomes
Test,6,10,0,222,69,22.2,11,0.0,0,0,2,21,1,Alvin Greenidge
ODI,1,1,0,23,23,23.0,33,69.7,0,0,0,4,0,Alvin Greenidge
Test,12,20,3,381,65,22.41,163,0.0,0,0,3,32,1,Derick Parry
ODI,6,5,1,61,32,15.25,77,79.22,0,0,0,3,0,Derick Parry
Test,9,15,5,297,47,29.7,48,0.0,0,0,0,21,2,Norbert Phillip
ODI,1,1,0,0,0,0.0,5,0.0,0,0,0,0,0,Norbert Phillip
Test,8,14,1,379,63,29.15,0,0.0,0,0,4,37,0,Sew Shivnarine
ODI,1,1,1,20,20,0.0,43,46.51,0,0,0,1,0,Sew Shivnarine
Test,81,107,11,1810,92,18.85,3163,57.22,0,0,10,189,18,Malcolm Marshall
ODI,136,83,19,955,66,14.92,1246,76.65,0,0,2,63,14,Malcolm Marshall
ODI,3,1,1,2,2,0.0,3,66.67,0,0,0,0,0,Milton Pydanna
Test,4,5,0,145,71,29.0,401,36.16,0,0,1,20,1,Everton Mattis
ODI,2,2,0,86,62,43.0,190,45.26,0,0,1,6,0,Everton Mattis
Test,81,115,11,3322,139,31.94,6356,52.27,5,0,16,358,11,Jeff Dujon
ODI,169,120,36,1945,82,23.15,2881,67.51,0,0,6,139,7,Jeff Dujon
Test,52,78,9,2470,130,35.8,3982,62.03,2,0,16,305,9,Gus Logie
ODI,158,133,36,2809,109,28.96,3801,73.9,1,0,14,209,9,Gus Logie
Test,15,17,4,202,77,15.54,389,51.93,0,0,1,19,3,Winston Davis
ODI,35,5,3,28,10,14.0,53,52.83,0,0,0,1,0,Winston Davis
Test,10,11,1,233,87,23.3,437,53.32,0,0,1,27,1,Eldine Baptiste
ODI,43,16,4,184,31,15.33,241,76.35,0,0,0,9,0,Eldine Baptiste
Test,25,32,3,535,74,18.45,1252,42.73,0,0,3,52,9,Roger Harper
ODI,105,73,20,855,45,16.13,1162,73.58,0,0,0,53,18,Roger Harper
Test,86,146,12,5949,194,44.4,12400,47.98,16,0,27,761,23,Richie Richardson
ODI,224,217,29,6248,122,33.23,9801,63.75,5,0,44,541,54,Richie Richardson
ODI,11,11,0,167,41,15.18,360,46.39,0,0,0,16,3,Richard Gabriel
Test,2,1,1,3,3,0.0,3,100.0,0,0,0,0,0,Milton Small
ODI,2,0,0,0,-,-,0,-,0,0,0,0,0,Milton Small
Test,1,1,0,5,5,5.0,6,83.33,0,0,0,0,0,Thelston Payne
ODI,7,4,0,126,60,31.5,240,52.5,0,0,1,11,0,Thelston Payne
Test,132,185,61,936,30,7.55,2088,44.83,0,0,0,77,19,Courtney Walsh
ODI,205,79,33,321,30,6.98,451,71.18,0,0,0,23,9,Courtney Walsh
Test,5,8,2,48,12,8.0,134,35.82,0,0,0,5,0,Tony Gray
ODI,25,11,5,51,10,8.5,77,66.23,0,0,0,4,0,Tony Gray
Test,28,38,16,145,21,6.59,404,35.89,0,0,0,18,0,Patrick Patterson
ODI,59,20,15,44,13,8.8,101,43.56,0,0,0,1,1,Patrick Patterson
Test,8,13,1,342,164,28.5,735,46.53,1,0,1,39,2,Carlisle Best
ODI,24,23,4,473,100,24.89,690,68.55,1,0,2,39,4,Carlisle Best
Test,21,26,1,470,85,18.8,781,60.18,0,0,2,51,8,Winston Benjamin
ODI,85,52,12,298,31,7.45,406,73.4,0,0,0,18,6,Winston Benjamin
Test,102,173,15,5762,233,36.47,11462,50.27,13,1,27,633,63,Carl Hooper
ODI,227,206,43,5761,113,35.34,7517,76.64,7,0,29,409,65,Carl Hooper
Test,26,47,2,1002,110,22.27,1933,51.84,1,0,4,130,4,Phil Simmons
ODI,143,138,11,3675,122,28.94,5407,67.97,5,0,18,376,44,Phil Simmons
Test,11,19,1,242,65,13.44,754,32.1,0,0,1,22,0,David Williams
ODI,36,23,7,147,32,9.19,242,60.74,0,0,0,11,0,David Williams
Test,98,145,29,1439,53,12.41,3080,46.72,0,0,1,172,12,Sir Curtly Ambrose
ODI,176,96,36,639,31,10.65,985,64.87,0,0,0,39,10,Sir Curtly Ambrose
Test,43,63,11,632,48,12.15,1743,36.26,0,0,0,62,2,Ian Bishop
ODI,84,44,19,405,33,16.2,776,52.19,0,0,0,14,5,Ian Bishop
Test,33,50,5,1382,157,30.71,3396,40.69,2,0,8,145,17,Keith Arthurton
ODI,105,93,20,1904,84,26.08,2822,67.47,0,0,9,132,19,Keith Arthurton
ODI,8,6,1,26,18,5.2,66,39.39,0,0,0,1,0,Robert Haynes
Test,2,4,0,35,26,8.75,60,58.33,0,0,0,5,0,Ezra Moseley
ODI,9,6,2,7,2,1.75,15,46.67,0,0,0,0,0,Ezra Moseley
Test,26,36,8,222,43,7.93,534,41.57,0,0,0,28,1,Kenny Benjamin
ODI,26,13,7,65,17,10.83,80,81.25,0,0,0,3,0,Kenny Benjamin
Test,33,45,4,918,101,22.39,1670,54.97,1,0,3,102,6,Junior Murray
ODI,55,36,6,678,86,22.6,929,72.98,0,0,5,63,6,Junior Murray
Test,54,90,17,3012,208,41.26,8017,37.57,6,1,14,313,4,Jimmy Adams
ODI,127,105,28,2204,82,28.62,3614,60.99,0,0,14,148,3,Jimmy Adams
Test,11,17,2,380,91,25.33,964,39.42,0,0,2,41,1,Roland Holder
ODI,37,31,6,599,65,23.96,876,68.38,0,0,2,35,3,Roland Holder
Test,15,23,9,58,15,4.14,255,22.75,0,0,0,5,0,Cameron Cuffy
ODI,41,22,8,62,17,4.43,125,49.6,0,0,0,3,1,Cameron Cuffy
Test,31,52,3,1183,128,24.14,2367,49.98,1,0,3,171,6,Stuart Williams
ODI,57,55,6,1586,105,32.37,2402,66.03,1,0,12,177,12,Stuart Williams
Test,52,93,4,2882,208,32.38,7159,40.26,4,1,18,373,9,Sherwin Campbell
ODI,90,87,0,2283,105,26.24,3853,59.25,2,0,14,207,7,Sherwin Campbell
Test,65,112,21,2577,118,28.32,5391,47.8,3,0,14,300,23,Ridley Jacobs
ODI,147,112,32,1865,80,23.31,2662,70.06,0,0,9,118,27,Ridley Jacobs
ODI,15,13,2,124,41,11.27,186,66.67,0,0,0,10,0,Laurie Williams
Test,6,12,2,372,125,37.2,855,43.51,1,0,1,52,4,Robert Samuels
ODI,8,5,2,54,36,18.0,63,85.71,0,0,0,5,1,Robert Samuels
Test,14,27,1,638,114,24.54,2060,30.97,1,0,4,65,1,Adrian Griffith
ODI,9,8,1,99,47,14.14,177,55.93,0,0,0,5,1,Adrian Griffith
Test,19,28,2,344,69,13.23,666,51.65,0,0,1,44,6,Franklyn Rose
ODI,27,23,5,217,30,12.06,265,81.89,0,0,0,15,6,Franklyn Rose
Test,12,21,4,106,35,6.24,427,24.82,0,0,0,12,0,Dinanath Ramnarine
ODI,4,3,0,5,2,1.67,13,38.46,0,0,0,0,0,Dinanath Ramnarine
Test,38,68,3,549,43,8.45,1381,39.75,0,0,0,76,7,Mervyn Dillon
ODI,108,51,20,227,21,7.32,411,55.23,0,0,0,11,3,Mervyn Dillon
ODI,1,0,0,0,-,-,0,-,0,0,0,0,0,Carl Tuckett
Test,19,27,8,66,12,3.47,319,20.69,0,0,0,7,0,Reon King
ODI,50,23,14,65,12,7.22,203,32.02,0,0,0,1,0,Reon King
ODI,7,6,0,64,23,10.67,165,38.79,0,0,0,3,1,Keith Semple
ODI,15,8,2,43,11,7.17,71,60.56,0,0,0,4,0,Hendy Bryan
Test,4,7,1,74,26,12.33,180,41.11,0,0,0,8,0,Nehemiah Perry
ODI,21,16,8,212,52,26.5,340,62.35,0,0,1,12,0,Nehemiah Perry
Test,2,3,0,53,30,17.67,76,69.74,0,0,0,10,0,Ricardo Powell
ODI,109,100,16,2085,124,24.82,2157,96.66,1,0,8,185,75,Ricardo Powell
Test,5,8,1,185,68,26.43,352,52.56,0,0,1,22,3,Mahendra Nagamootoo
ODI,24,18,6,162,33,13.5,270,60.0,0,0,0,17,1,Mahendra Nagamootoo
ODI,6,4,2,17,8,8.5,42,40.48,0,0,0,2,0,Kerry Jeremy
Test,6,11,3,21,6,2.62,126,16.67,0,0,0,1,0,Marlon Black
ODI,5,2,0,4,4,2.0,14,28.57,0,0,0,1,0,Marlon Black
Test,6,9,2,24,12,3.43,142,16.9,0,0,0,3,0,Colin Stuart
ODI,5,1,1,3,3,0.0,13,23.08,0,0,0,0,0,Colin Stuart
Test,1,2,0,27,27,13.5,76,35.53,0,0,0,2,0,Leon Garrick
ODI,3,3,0,99,76,33.0,204,48.53,0,0,1,8,0,Leon Garrick
Test,13,21,6,52,14,3.47,177,29.38,0,0,0,6,0,Jermaine Lawson
ODI,13,5,2,18,8,6.0,16,112.5,0,0,0,2,0,Jermaine Lawson
ODI,3,2,1,10,9,10.0,20,50.0,0,0,0,0,1,Darryl Brown
ODI,9,4,0,13,6,3.25,32,40.62,0,0,0,0,0,Ryan Hurley
Test,18,31,8,335,40,14.57,629,53.26,0,0,0,40,10,Ravi Rampaul
ODI,92,40,11,362,86,12.48,472,76.69,0,0,1,33,13,Ravi Rampaul
T20I,27,7,5,15,8,7.5,29,51.72,0,0,0,0,0,Ravi Rampaul
IPL,12,7,2,51,23,10.2,50,102.0,0,0,0,3,2,Ravi Rampaul
Test,1,2,0,26,23,13.0,51,50.98,0,0,0,3,0,Ryan Ramdass
ODI,1,1,0,1,1,1.0,9,11.11,0,0,0,0,0,Ryan Ramdass
Test,4,6,0,80,55,13.33,250,32.0,0,0,1,11,0,Justin Kemp
ODI,85,66,18,1512,100,31.5,1819,83.12,1,0,10,98,60,Justin Kemp
T20I,8,7,3,203,89,50.75,160,126.88,0,0,1,17,10,Justin Kemp
IPL,5,2,0,26,22,13.0,24,108.33,0,0,0,1,1,Justin Kemp
Test,2,4,1,42,26,14.0,0,0.0,0,0,0,4,0,Owen Dunell
Test,1,2,0,6,6,3.0,0,0.0,0,0,0,1,0,Charlie Finlason
Test,2,4,0,14,11,3.5,1,0.0,0,0,0,1,0,Philip Hutchinson
Test,1,2,1,0,0,0.0,0,0.0,0,0,0,0,0,Gus Kempis
Test,3,6,0,68,21,11.33,0,0.0,0,0,0,3,0,William Milton
Test,2,4,0,16,8,4.0,0,0.0,0,0,0,1,0,Arthur Ochse
Test,2,4,0,14,13,3.5,0,0.0,0,0,0,1,0,Albert
Test,3,6,1,45,12,9.0,0,0.0,0,0,0,1,0,Fred Smith
Test,1,2,0,13,9,6.5,0,0.0,0,0,0,0,0,Robert Stewart
Test,2,4,1,87,29,29.0,0,0.0,0,0,0,6,0,Bernard Tancred
Test,3,6,0,26,9,4.33,0,0.0,0,0,0,2,0,Charles Vintcent
Test,1,2,0,1,1,0.5,1,100.0,0,0,0,0,0,Gobo Ashley
Test,1,2,0,4,4,2.0,0,0.0,0,0,0,0,0,Dicky Richards
Test,1,2,1,2,2,2.0,0,0.0,0,0,0,0,0,Nicolaas Theunissen
Test,1,2,0,21,18,10.5,0,0.0,0,0,0,0,0,Godfrey Cripps
Test,1,2,2,2,2,0.0,0,0.0,0,0,0,0,0,Flooi du Toit
Test,8,15,0,188,57,12.53,0,0.0,0,0,1,0,0,Barberton Halliwell
Test,6,10,0,168,30,16.8,0,0.0,0,0,0,4,0,Frank Hearne
Test,1,2,0,25,21,12.5,0,0.0,0,0,0,0,0,Charles Mills
Test,1,2,0,6,6,3.0,0,0.0,0,0,0,0,0,Dante Parkin
Test,4,8,0,72,24,9.0,0,0.0,0,0,0,0,0,Tommy Routledge
Test,1,2,0,0,0,0.0,0,0.0,0,0,0,0,0,Clarence Wimble
Test,1,2,0,7,7,3.5,0,0.0,0,0,0,0,0,Frederick Cook
Test,1,2,1,4,3,4.0,0,0.0,0,0,0,0,0,Robert Gleeson
Test,1,2,0,8,8,4.0,0,0.0,0,0,0,0,0,Charles Hime
Test,6,12,5,52,22,7.43,0,0.0,0,0,0,0,0,Bonnor Middleton
Test,3,6,0,76,20,12.67,0,0.0,0,0,0,0,0,Robert Poore
Test,25,47,1,1069,106,23.24,226,0.0,3,0,3,42,16,Jimmy Sinclair
Test,2,4,0,8,5,2.0,0,0.0,0,0,0,0,0,Joseph Willoughby
Test,1,2,0,7,5,3.5,0,0.0,0,0,0,0,0,Billy Frank
Test,1,2,0,10,7,5.0,0,0.0,0,0,0,0,0,Clement Johnson
Test,5,9,3,26,13,4.33,0,0.0,0,0,0,0,0,George Rowe
Test,2,4,0,38,21,9.5,0,0.0,0,0,0,0,0,George Shepstone
Test,1,2,1,21,18,21.0,0,0.0,0,0,0,0,0,George Glover
Test,1,2,0,6,6,3.0,0,0.0,0,0,0,0,0,Alfred Richards
Test,1,2,1,23,17,23.0,0,0.0,0,0,0,0,0,Arthur Seccull
Test,3,6,2,103,35,25.75,0,0.0,0,0,0,0,0,Murray Bisset
Test,1,2,0,9,9,4.5,0,0.0,0,0,0,0,0,Robert Dower
Test,2,4,0,39,29,9.75,0,0.0,0,0,0,0,0,Howard Francis
Test,2,4,0,6,4,1.5,0,0.0,0,0,0,0,0,Robert Graham
Test,1,2,0,4,2,2.0,0,0.0,0,0,0,0,0,William Solomon
Test,1,2,0,25,18,12.5,0,0.0,0,0,0,0,0,Vincent Tancred
Test,1,2,0,26,26,13.0,0,0.0,0,0,0,0,0,Frederick Kuys
Test,1,2,0,16,11,8.0,0,0.0,0,0,0,0,0,Albert Powell
Test,1,2,0,6,5,3.0,0,0.0,0,0,0,0,0,Charles Prince
Test,12,23,1,355,42,16.14,0,0.0,0,0,0,18,0,William Shalders
Test,12,20,1,325,102,17.11,36,0.0,1,0,0,22,0,Maitland Hathorn
Test,15,28,1,544,90,20.15,423,128.61,0,0,4,11,0,Charlie Llewellyn
Test,45,83,8,2234,111,29.79,705,0.0,1,0,15,94,0,Dave Nourse
Test,3,6,1,106,45,21.2,0,0.0,0,0,0,0,1,Charlie Smith
Test,1,1,0,2,2,2.0,0,0.0,0,0,0,0,0,Henry Taberer
Test,14,26,1,530,97,21.2,0,0.0,0,0,2,27,1,Louis Tancred
Test,1,1,1,1,1,0.0,0,0.0,0,0,0,0,0,George Thornton
Test,1,2,0,43,32,21.5,0,0.0,0,0,0,0,1,Biddy Anderson
Test,3,5,0,2,2,0.4,2,100.0,0,0,0,0,0,Johannes Kotze
Test,1,2,0,0,0,0.0,2,0.0,0,0,0,0,0,Percy
Test,25,47,4,1754,204,40.79,1256,139.65,4,1,8,125,3,Aubrey Faulkner
Test,20,35,8,374,61,13.85,258,144.96,0,0,1,21,1,Reggie Schwarz
Test,13,22,4,427,115,23.72,337,126.71,1,0,1,57,1,Percy Sherwell
Test,26,46,1,1008,103,22.4,600,0.0,1,0,5,56,0,Tip Snooke
Test,15,26,6,340,65,17.0,8,0.0,0,0,2,15,6,Bert Vogler
Test,17,31,2,872,147,30.07,0,0.0,2,0,4,55,4,Gordon White
Test,1,1,0,0,0,0.0,0,0.0,0,0,0,0,0,Stanley Snooke
Test,5,9,3,90,48,15.0,0,0.0,0,0,0,0,0,Tom Campbell
Test,12,22,1,355,47,16.9,0,0.0,0,0,0,0,0,Mick Commaille
Test,13,24,0,344,48,14.33,446,77.13,0,0,0,21,0,Louis Stricker
Test,16,32,2,983,150,32.77,837,117.44,2,0,4,54,1,Billy Zulch
Test,1,2,1,12,11,12.0,0,0.0,0,0,0,0,0,Claude Floquet
Test,16,28,5,356,35,15.48,172,0.0,0,0,0,10,1,Sid Pegler
Test,1,2,0,9,7,4.5,0,0.0,0,0,0,0,0,Pompey Norton
Test,1,2,0,22,15,11.0,0,0.0,0,0,0,0,0,Sivert Samuelson
Test,3,6,0,55,31,9.17,126,43.65,0,0,0,8,0,Ormy Pearse
Test,5,9,0,70,31,7.78,0,0.0,0,0,0,0,0,Rolland Beaumont
Test,5,10,0,114,51,11.4,0,0.0,0,0,1,0,0,Gerald Hartigan
Test,5,10,0,116,41,11.6,0,0.0,0,0,0,0,0,Frank Mitchell
Test,42,76,4,2936,176,40.78,6,0.0,7,0,17,98,7,Herbie Taylor
Test,23,42,9,459,64,13.91,2,0.0,0,0,2,4,0,Tommy Ward
Test,10,15,5,181,45,18.1,0,0.0,0,0,0,3,1,Claude Carter
Test,1,2,0,19,16,9.5,0,0.0,0,0,0,0,0,Harold Baumgartner
Test,18,30,7,455,59,19.78,0,0.0,0,0,2,17,4,Jimmy Blanckenberg
Test,1,2,0,6,6,3.0,0,0.0,0,0,0,0,0,Alfred Cooper
Test,3,6,1,17,12,3.4,0,0.0,0,0,0,0,0,Joe Cox
Test,7,12,0,300,83,25.0,0,0.0,0,0,2,2,4,Philip Hands
Test,1,2,0,0,0,0.0,0,0.0,0,0,0,0,0,Plum Lewis
Test,1,2,0,5,4,2.5,0,0.0,0,0,0,0,0,Dusty Tapscott
Test,4,8,0,62,16,7.75,0,0.0,0,0,0,0,0,Claude Newberry
Test,1,2,0,0,0,0.0,0,0.0,0,0,0,0,0,Cec Dixon
Test,1,2,1,0,0,0.0,0,0.0,0,0,0,0,0,Len Tuckett
Test,2,4,1,39,17,13.0,0,0.0,0,0,0,0,0,Horace Chapman
Test,1,2,0,1,1,0.5,0,0.0,0,0,0,0,0,Fred le Roux
Test,2,4,0,85,36,21.25,0,0.0,0,0,0,0,0,Dan Taylor
Test,1,2,0,7,7,3.5,0,0.0,0,0,0,0,0,Reginald Hands
Test,1,2,1,1,1,1.0,0,0.0,0,0,0,0,0,Bill Lundie
Test,3,6,0,236,152,39.33,0,0.0,1,0,0,20,0,Charlie Frank
Test,6,10,0,168,38,16.8,0,0.0,0,0,0,13,1,William Ling
Test,3,6,0,125,36,20.83,0,0.0,0,0,0,16,0,Eric Marx
Test,17,31,7,348,69,14.5,0,0.0,0,0,2,5,3,Buster Nupen
Test,1,2,0,35,29,17.5,0,0.0,0,0,0,4,0,Neville Lindsay
Test,1,2,0,17,11,8.5,0,0.0,0,0,0,2,0,Norman Reid
Test,3,5,0,71,50,14.2,0,0.0,0,0,1,0,0,William Brann
Test,1,2,1,4,4,4.0,0,0.0,0,0,0,0,0,Izak Buys
Test,24,43,2,1555,120,37.93,6,0.0,3,0,11,36,8,Bob Catterall
Test,5,9,1,252,72,31.5,0,0.0,0,0,1,0,0,Cyril Francois
Test,3,5,0,59,28,11.8,0,0.0,0,0,0,0,0,George Hearne
Test,7,8,2,11,5,1.83,0,0.0,0,0,0,0,0,Alf Hall
Test,2,3,0,43,21,14.33,0,0.0,0,0,0,0,0,Doug Meintjes
Test,2,3,1,58,50,29.0,0,0.0,0,0,1,0,1,Doodles Tapscott
Test,1,2,2,6,3,0.0,0,0.0,0,0,0,0,0,Conky Conyngham
Test,17,27,2,628,93,25.12,0,0.0,0,0,3,0,1,Nummy Deane
Test,2,4,2,3,2,1.5,1,0.0,0,0,0,0,0,George Parker
Test,5,8,0,268,65,33.5,0,0.0,0,0,4,0,0,Fred Susskind
Test,26,45,3,1239,90,29.5,0,0.0,0,0,10,43,11,Jock Cameron
Test,2,4,2,101,41,50.5,0,0.0,0,0,0,0,0,Shunter Coen
Test,3,6,0,30,12,5.0,0,0.0,0,0,0,0,0,Jacobus Duminy
Test,16,28,1,663,88,24.56,3,0.0,0,0,4,8,3,Denys Morkel
Test,2,4,0,14,5,3.5,0,0.0,0,0,0,0,0,Henry Promnitz
Test,25,38,12,526,60,20.23,2,0.0,0,0,2,20,8,Cyril Vincent
Test,4,4,2,38,23,19.0,0,0.0,0,0,0,0,0,George
Test,1,2,0,15,13,7.5,0,0.0,0,0,0,0,0,Archibald Palm
Test,3,5,0,179,78,35.8,0,0.0,0,0,1,0,0,John Nicolson
Test,3,4,1,11,4,3.67,0,0.0,0,0,0,0,0,Arthur Ochse
Test,18,34,0,977,141,28.74,1,0.0,1,0,5,38,1,Jack Siedle
Test,10,18,0,618,103,34.33,1,0.0,1,0,5,24,3,Jim Christy
Test,42,80,9,3471,189,48.89,0,0.0,8,0,21,101,1,Bruce Mitchell
Test,5,8,2,252,129,42.0,0,0.0,1,0,1,0,2,Tuppy
Test,12,18,3,90,28,6.0,1,0.0,0,0,0,0,1,Neville Quinn
Test,16,23,12,69,26,6.27,2,0.0,0,0,0,0,0,Sandy Bell
Test,15,24,2,698,117,31.73,0,0.0,2,0,3,38,2,Eric Dalton
Test,13,21,4,306,50,18.0,2,0.0,0,0,1,15,3,Quintin McMillan
Test,2,4,1,27,19,9.0,0,0.0,0,0,0,0,0,Edward van der Merwe
Test,9,13,1,174,122,14.5,0,0.0,1,0,0,0,0,Xen Balaskas
Test,7,14,0,168,47,12.0,0,0.0,0,0,0,12,0,Syd Curnow
Test,3,5,1,30,16,7.5,0,0.0,0,0,0,1,0,Bob Newson
Test,27,50,2,1365,124,28.44,0,0.0,2,0,9,52,0,Ken Viljoen
Test,1,1,0,4,4,4.0,0,0.0,0,0,0,1,0,John Cochran
Test,2,3,0,17,8,5.67,0,0.0,0,0,0,0,0,Lennox Brown
Test,9,13,1,123,35,10.25,2,0.0,0,0,0,8,1,Bob Crisp
Test,15,23,4,298,73,15.68,1,0.0,0,0,2,0,4,Chud Langton
Test,34,62,7,2960,231,53.82,0,0.0,9,2,14,152,6,Dudley Nourse
Test,26,50,5,1965,236,43.67,4,0.0,3,1,12,41,0,Eric Rowan
Test,1,1,0,9,9,9.0,0,0.0,0,0,0,2,0,Denis Tomlinson
Test,10,18,2,327,40,20.44,0,0.0,0,0,0,5,0,Herby Wade
Test,4,8,1,76,29,10.86,0,0.0,0,0,0,2,1,Nipper Nicholson
Test,3,6,1,51,17,10.2,0,0.0,0,0,0,3,0,Jack Robertson
Test,1,2,2,11,9,0.0,0,0.0,0,0,0,0,0,Ernest Bock
Test,2,3,0,33,16,11.0,0,0.0,0,0,0,0,0,Dooley Briscoe
Test,5,8,3,9,3,1.8,0,0.0,0,0,0,0,0,Eric Davies
Test,2,4,0,51,28,12.75,0,0.0,0,0,0,0,1,Robert Harvey
Test,1,1,0,0,0,0.0,1,0.0,0,0,0,0,0,Gerald Bond
Test,5,6,2,8,7,2.0,1,0.0,0,0,0,0,0,Norman Gordon
Test,11,19,2,894,189,52.59,0,0.0,4,0,3,71,1,Alan Melville
Test,5,9,0,460,125,51.11,0,0.0,1,0,2,33,3,Pieter van der Bijl
Test,11,19,1,511,125,28.39,1,0.0,1,0,3,0,1,Billy Wade
Test,2,2,0,114,75,57.0,0,0.0,0,0,1,3,0,Ronnie Grieveson
Test,9,15,1,293,55,20.93,0,0.0,0,0,1,0,0,Ossie Dawson
Test,3,5,1,100,60,25.0,0,0.0,0,0,1,9,0,Tony Harris
Test,3,5,2,21,9,7.0,0,0.0,0,0,0,0,0,Johnny Lindsay
Test,19,31,1,400,52,13.33,2,0.0,0,0,1,1,3,Tufty Mann
Test,15,23,6,290,41,17.06,0,0.0,0,0,0,0,1,Athol Rowan
Test,9,16,6,39,11,3.9,1,0.0,0,0,0,0,0,Ian Smith
Test,9,14,3,131,40,11.91,2,0.0,0,0,0,0,0,Lindsay Tuckett
Test,1,2,1,16,8,16.0,0,0.0,0,0,0,0,0,Jack Plimsoll
Test,7,13,0,325,88,25.0,0,0.0,0,0,3,14,1,George Fullerton
Test,5,7,0,138,48,19.71,0,0.0,0,0,0,0,1,Denis Begbie
Test,15,24,15,28,5,3.11,0,0.0,0,0,0,0,0,Cuan McCarthy
Test,6,12,0,219,50,18.25,0,0.0,0,0,1,0,0,Owen Wynne
Test,1,1,0,0,0,0.0,0,0.0,0,0,0,0,0,Martin Hanley
Test,1,1,0,20,20,20.0,0,0.0,0,0,0,0,0,Fish Markham
Test,24,43,5,883,89,23.24,0,0.0,0,0,5,52,3,Jack Cheetham
Test,6,11,0,150,38,13.64,0,0.0,0,0,0,0,0,Jack Nel
Test,37,60,9,862,75,16.9,1,0.0,0,0,2,26,5,Hugh Tayfield
Test,15,27,1,612,92,23.54,0,0.0,0,0,3,37,1,John Watkins
Test,2,3,0,25,15,8.33,0,0.0,0,0,0,0,0,Ronald Draper
Test,7,12,4,68,17,8.5,0,0.0,0,0,0,2,0,Michael Melle
Test,5,9,0,186,108,20.67,8,0.0,1,0,0,15,5,Paul Winslow
Test,5,9,3,63,15,10.5,0,0.0,0,0,0,1,0,Geoff Chubb
Test,34,64,6,2440,255,42.07,3,0.0,7,1,10,154,2,Jackie McGlew
Test,19,33,6,724,83,26.81,0,0.0,0,0,3,25,0,Clive van Ryneveld
Test,50,86,7,2405,134,30.44,289,0.0,4,0,16,137,1,John Waite
Test,40,73,3,2120,142,30.29,171,0.0,5,0,10,225,12,Roy McLean
Test,13,22,2,355,90,17.75,0,0.0,0,0,2,44,0,Percy Mansell
Test,28,52,4,1630,162,33.96,0,0.0,3,0,8,90,1,Russell Endean
Test,18,33,1,824,92,25.75,0,0.0,0,0,5,32,3,Ken Funston
Test,10,14,1,289,109,22.23,0,0.0,1,0,1,23,0,Anton Murray
Test,7,9,1,64,17,8.0,0,0.0,0,0,0,5,1,Eddie Fuller
Test,8,16,1,318,73,21.2,0,0.0,0,0,2,36,0,Headley Keith
Test,26,39,12,146,24,5.41,1,0.0,0,0,0,7,1,Neil Adcock
Test,3,4,2,37,13,18.5,0,0.0,0,0,0,0,0,David Ironside
Test,5,9,0,166,62,18.44,0,0.0,0,0,1,10,0,Dick Westcott
Test,41,78,5,2516,112,34.47,1067,0.0,1,0,18,154,6,Trevor Goddard
Test,14,24,3,209,31,9.95,3,0.0,0,0,0,12,4,Peter Heine
Test,1,2,0,18,12,9.0,0,0.0,0,0,0,0,0,Scotch Taylor
Test,17,27,1,819,154,31.5,1203,68.08,1,0,4,67,2,Tony Pithey
Test,2,4,0,28,13,7.0,0,0.0,0,0,0,2,0,Chris Duckworth
Test,2,4,1,62,37,20.67,0,0.0,0,0,0,0,1,Chris Burger
Test,8,14,1,190,42,14.62,0,0.0,0,0,0,14,0,Peter Carlstein
Test,4,8,2,166,35,27.67,0,0.0,0,0,0,14,0,Pom Pom
Test,2,4,0,25,14,6.25,0,0.0,0,0,0,0,1,Geoff Griffin
Test,7,12,1,297,98,27.0,125,0.0,0,0,2,23,1,Sid OLinn
Test,3,5,0,49,35,9.8,2,0.0,0,0,0,0,0,Tich Wesley
